ID,Img URL,Img Name,Desc (S),caption_original,is_arabic,caption_en,caption_train
407,677.jpg,677.jpg,"Three individuals, two women and one man, are seated at a conference table with an ""ISRAËL"" sign prominently displayed in the foreground. They wear identification badges, and two individuals have yellow ribbons pinned to their lapels.","Three individuals, two women and one man, are seated at a conference table with an ""ISRAËL"" sign prominently displayed in the foreground. They wear identification badges, and two individuals have yellow ribbons pinned to their lapels.",False,"Three individuals, two women and one man, are seated at a conference table with an ""ISRAËL"" sign prominently displayed in the foreground. They wear identification badges, and two individuals have yellow ribbons pinned to their lapels.","Three individuals, two women and one man, are seated at a conference table with an ""ISRAËL"" sign prominently displayed in the foreground. They wear identification badges, and two individuals have yellow ribbons pinned to their lapels."
408,678.jpg,678.jpg,"A young boy with short, dark hair is pictured smiling directly at the camera. He is wearing a dark suit jacket, a white shirt, and a dark bow tie.","A young boy with short, dark hair is pictured smiling directly at the camera. He is wearing a dark suit jacket, a white shirt, and a dark bow tie.",False,"A young boy with short, dark hair is pictured smiling directly at the camera. He is wearing a dark suit jacket, a white shirt, and a dark bow tie.","A young boy with short, dark hair is pictured smiling directly at the camera. He is wearing a dark suit jacket, a white shirt, and a dark bow tie."
409,679.jpg,679.jpg,"A man in blue scrubs with curly hair speaks into a microphone held by a hand. Behind him, a wall displays images including a golden-domed building and an architectural rendering of a complex, with a BBC News logo visible in the foreground.","A man in blue scrubs with curly hair speaks into a microphone held by a hand. Behind him, a wall displays images including a golden-domed building and an architectural rendering of a complex, with a BBC News logo visible in the foreground.",False,"A man in blue scrubs with curly hair speaks into a microphone held by a hand. Behind him, a wall displays images including a golden-domed building and an architectural rendering of a complex, with a BBC News logo visible in the foreground.","A man in blue scrubs with curly hair speaks into a microphone held by a hand. Behind him, a wall displays images including a golden-domed building and an architectural rendering of a complex, with a News visible in the foreground."
410,680.jpg,680.jpg,"A man in a dark pinstripe suit, white shirt, and yellow patterned tie is speaking into microphones. Behind him, a large red flag with a white crescent moon and star is clearly visible.","A man in a dark pinstripe suit, white shirt, and yellow patterned tie is speaking into microphones. Behind him, a large red flag with a white crescent moon and star is clearly visible.",False,"A man in a dark pinstripe suit, white shirt, and yellow patterned tie is speaking into microphones. Behind him, a large red flag with a white crescent moon and star is clearly visible.","A man in a dark pinstripe suit, white shirt, and yellow patterned tie is speaking into microphones. Behind him, a large red flag with a white crescent moon and star is clearly visible."
411,681.jpg,681.jpg,"A close-up portrait shows a man with grey hair and a serious expression. He is wearing a dark suit and white shirt against a plain blue background, with the BBC News logo visible in the bottom left.","A close-up portrait shows a man with grey hair and a serious expression. He is wearing a dark suit and white shirt against a plain blue background, with the BBC News logo visible in the bottom left.",False,"A close-up portrait shows a man with grey hair and a serious expression. He is wearing a dark suit and white shirt against a plain blue background, with the BBC News logo visible in the bottom left.","A close-up portrait shows a man with grey hair and a serious expression. He is wearing a dark suit and white shirt against a plain blue background, with the News visible in the."
412,682.jpg,682.jpg,"A woman in a pink head covering stands near a large tent. In the background, a man walks with two children across a sandy, debris-strewn area with damaged buildings visible further away.","A woman in a pink head covering stands near a large tent. In the background, a man walks with two children across a sandy, debris-strewn area with damaged buildings visible further away.",False,"A woman in a pink head covering stands near a large tent. In the background, a man walks with two children across a sandy, debris-strewn area with damaged buildings visible further away.","A woman in a pink head covering stands near a large tent. In the background, a man walks with two children across a sandy, debris-strewn area with damaged buildings visible further away."
413,683.jpg,683.jpg,"A man in a dark suit and sunglasses points while walking alongside another man in a black shirt, with several other individuals visible walking behind them outdoors.","A man in a dark suit and sunglasses points while walking alongside another man in a black shirt, with several other individuals visible walking behind them outdoors.",False,"A man in a dark suit and sunglasses points while walking alongside another man in a black shirt, with several other individuals visible walking behind them outdoors.","A man in a dark suit and sunglasses points while walking alongside another man in a black shirt, with several other individuals visible walking behind them outdoors."
414,684.jpg,684.jpg,"An older man wearing a suit, a kippah, and a yellow ribbon on his lapel is pictured, looking to his left. A younger man in a suit and red tie stands partially visible behind him.","An older man wearing a suit, a kippah, and a yellow ribbon on his lapel is pictured, looking to his left. A younger man in a suit and red tie stands partially visible behind him.",False,"An older man wearing a suit, a kippah, and a yellow ribbon on his lapel is pictured, looking to his left. A younger man in a suit and red tie stands partially visible behind him.","An older man wearing a suit, a kippah, and a yellow ribbon on his lapel is pictured, looking to his left. A younger man in a suit and red tie stands partially visible behind him."
415,685.jpg,685.jpg,"A person wearing a white mask and a light-colored hoodie holds a wooden stick, which is in contact with a blue bag in the foreground. The dimly lit scene shows metal crowd control barriers, wooden boards, and scattered debris on the ground.","A person wearing a white mask and a light-colored hoodie holds a wooden stick, which is in contact with a blue bag in the foreground. The dimly lit scene shows metal crowd control barriers, wooden boards, and scattered debris on the ground.",False,"A person wearing a white mask and a light-colored hoodie holds a wooden stick, which is in contact with a blue bag in the foreground. The dimly lit scene shows metal crowd control barriers, wooden boards, and scattered debris on the ground.","A person wearing a white mask and a light-colored hoodie holds a wooden stick, which is in contact with a blue bag in the foreground. The dimly lit scene shows metal crowd control barriers, wooden boards, and scattered debris on the ground."
416,686.jpg,686.jpg,"At night, two police officers stand in the foreground observing an encampment of tents and banners in a park. Artificial lights illuminate the scene where other individuals are also visible among the structures.","At night, two police officers stand in the foreground observing an encampment of tents and banners in a park. Artificial lights illuminate the scene where other individuals are also visible among the structures.",False,"At night, two police officers stand in the foreground observing an encampment of tents and banners in a park. Artificial lights illuminate the scene where other individuals are also visible among the structures.","At night, two police officers stand in the foreground observing an encampment of tents and banners in a park. Artificial lights illuminate the scene where other individuals are also visible among the structures."
417,687.jpg,687.jpg,"Several individuals in law enforcement or security uniforms are visible, wearing tactical helmets with clear visors and gas masks. Some wear light-colored shirts with badges, while others wear dark jackets with insignia, standing outdoors at night.","Several individuals in law enforcement or security uniforms are visible, wearing tactical helmets with clear visors and gas masks. Some wear light-colored shirts with badges, while others wear dark jackets with insignia, standing outdoors at night.",False,"Several individuals in law enforcement or security uniforms are visible, wearing tactical helmets with clear visors and gas masks. Some wear light-colored shirts with badges, while others wear dark jackets with insignia, standing outdoors at night.","Several individuals in law enforcement or security uniforms are visible, wearing tactical helmets with clear visors and gas masks. Some wear light-colored shirts with badges, while others wear dark jackets with insignia, standing outdoors at night."
418,688.jpg,688.jpg,"A person with a blurred face is seen lying on the hood of a dark vehicle. Reddish material is tied to the vehicle's front bumper, and an ambulance is partially visible on the right.","A person with a blurred face is seen lying on the hood of a dark vehicle. Reddish material is tied to the vehicle's front bumper, and an ambulance is partially visible on the right.",False,"A person with a blurred face is seen lying on the hood of a dark vehicle. Reddish material is tied to the vehicle's front bumper, and an ambulance is partially visible on the right.","A person with a blurred face is seen lying on the hood of a dark vehicle. Reddish material is tied to the vehicle's front bumper, and an ambulance is partially visible on the right."
419,689.jpg,689.jpg,"A person holds a black sign with yellow lettering that reads 'WAR HAS NO WINNERS' amidst a crowd where blue and white flags, resembling Israeli flags, are visible.","A person holds a black sign with yellow lettering that reads 'WAR HAS NO WINNERS' amidst a crowd where blue and white flags, resembling Israeli flags, are visible.",False,"A person holds a black sign with yellow lettering that reads 'WAR HAS NO WINNERS' amidst a crowd where blue and white flags, resembling Israeli flags, are visible.","A person holds a black sign with yellow lettering that reads 'WAR HAS NO WINNERS' amidst a crowd where blue and white flags, resembling Israeli flags, are visible."
420,690.jpg,690.jpg,"Two women wearing black headscarves walk closely together, one crying intensely with an open mouth and the other looking distressed as she supports her. In the background, several other people are visible outdoors on uneven ground.","Two women wearing black headscarves walk closely together, one crying intensely with an open mouth and the other looking distressed as she supports her. In the background, several other people are visible outdoors on uneven ground.",False,"Two women wearing black headscarves walk closely together, one crying intensely with an open mouth and the other looking distressed as she supports her. In the background, several other people are visible outdoors on uneven ground.","Two women wearing black headscarves walk closely together, one crying intensely with an open mouth and the other looking distressed as she supports her. In the background, several other people are visible outdoors on uneven ground."
421,691.jpg,691.jpg,"Many people are seen navigating through extensive rubble and debris, with numerous heavily damaged and collapsed buildings in the background. The scene depicts a severely destroyed urban environment.","Many people are seen navigating through extensive rubble and debris, with numerous heavily damaged and collapsed buildings in the background. The scene depicts a severely destroyed urban environment.",False,"Many people are seen navigating through extensive rubble and debris, with numerous heavily damaged and collapsed buildings in the background. The scene depicts a severely destroyed urban environment.","Many people are seen navigating through extensive rubble and debris, with numerous heavily damaged and collapsed buildings in the background. The scene depicts a severely destroyed urban environment."
422,692.jpg,692.jpg,"A person in a green uniform with an EMS logo carries two children covered in dust through a debris-strewn street. In the background, another individual sits on the ground with their head in their hands.","A person in a green uniform with an EMS logo carries two children covered in dust through a debris-strewn street. In the background, another individual sits on the ground with their head in their hands.",False,"A person in a green uniform with an EMS logo carries two children covered in dust through a debris-strewn street. In the background, another individual sits on the ground with their head in their hands.","A person in a green uniform with an EMS carries two children covered in dust through a debris-strewn street. In the background, another individual sits on the ground with their head in their hands."
423,693.jpg,693.jpg,"A woman wearing a head covering holds a young child and shows several white and yellow pills in her outstretched hand. The child, who appears thin, is shirtless and looks to the side.","A woman wearing a head covering holds a young child and shows several white and yellow pills in her outstretched hand. The child, who appears thin, is shirtless and looks to the side.",False,"A woman wearing a head covering holds a young child and shows several white and yellow pills in her outstretched hand. The child, who appears thin, is shirtless and looks to the side.","A woman wearing a head covering holds a young child and shows several white and yellow pills in her outstretched hand. The child, who appears thin, is shirtless and looks to the side."
424,694.jpg,694.jpg,"The interior of a heavily damaged room features a broken ceiling, scattered debris on the floor, and multiple mattresses and blankets laid out. Windows with bars are visible along one wall, and a blackboard is seen on the right.","The interior of a heavily damaged room features a broken ceiling, scattered debris on the floor, and multiple mattresses and blankets laid out. Windows with bars are visible along one wall, and a blackboard is seen on the right.",False,"The interior of a heavily damaged room features a broken ceiling, scattered debris on the floor, and multiple mattresses and blankets laid out. Windows with bars are visible along one wall, and a blackboard is seen on the right.","The interior of a heavily damaged room features a broken ceiling, scattered debris on the floor, and multiple mattresses and blankets laid out. Windows with bars are visible along one wall, and a blackboard is seen on the right."
425,695.jpg,695.jpg,"Several soldiers in military uniforms, helmets, and backpacks, and carrying rifles, are seen from behind walking on a dusty path. They are moving through a sparsely vegetated, outdoor landscape.","Several soldiers in military uniforms, helmets, and backpacks, and carrying rifles, are seen from behind walking on a dusty path. They are moving through a sparsely vegetated, outdoor landscape.",False,"Several soldiers in military uniforms, helmets, and backpacks, and carrying rifles, are seen from behind walking on a dusty path. They are moving through a sparsely vegetated, outdoor landscape.","Several soldiers in military uniforms, helmets, and backpacks, and carrying rifles, are seen from behind walking on a dusty path. They are moving through a sparsely vegetated, outdoor landscape."
426,696.jpg,696.jpg,"Two men stand on a dry, rocky landscape featuring a large, elongated crater in the foreground. In the background, a multi-story building, utility poles, and a distant town or settlement are visible under a clear sky.","Two men stand on a dry, rocky landscape featuring a large, elongated crater in the foreground. In the background, a multi-story building, utility poles, and a distant town or settlement are visible under a clear sky.",False,"Two men stand on a dry, rocky landscape featuring a large, elongated crater in the foreground. In the background, a multi-story building, utility poles, and a distant town or settlement are visible under a clear sky.","Two men stand on a dry, rocky landscape featuring a large, elongated crater in the foreground. In the background, a multi-story building, utility poles, and a distant town or settlement are visible under a clear sky."
427,697.jpg,697.jpg,"A young girl stands in the foreground with her hand resting on her cheek, while a boy is visible in the background amidst extensive rubble and twisted metal. The scene depicts a devastated area filled with debris.","A young girl stands in the foreground with her hand resting on her cheek, while a boy is visible in the background amidst extensive rubble and twisted metal. The scene depicts a devastated area filled with debris.",False,"A young girl stands in the foreground with her hand resting on her cheek, while a boy is visible in the background amidst extensive rubble and twisted metal. The scene depicts a devastated area filled with debris.","A young girl stands in the foreground with her hand resting on her cheek, while a boy is visible in the background amidst extensive rubble and twisted metal. The scene depicts a devastated area filled with debris."
428,698.jpg,698.jpg,"Many people, some carrying belongings and others guiding a donkey-drawn cart laden with personal items, move through a street. The area is filled with extensive rubble and the visible remnants of destroyed buildings.","Many people, some carrying belongings and others guiding a donkey-drawn cart laden with personal items, move through a street. The area is filled with extensive rubble and the visible remnants of destroyed buildings.",False,"Many people, some carrying belongings and others guiding a donkey-drawn cart laden with personal items, move through a street. The area is filled with extensive rubble and the visible remnants of destroyed buildings.","Many people, some carrying belongings and others guiding a donkey-drawn cart laden with personal items, move through a street. The area is filled with extensive rubble and the visible remnants of destroyed buildings."
429,699.jpg,699.jpg,Two women with styled hair and elaborate formal attire featuring gold embellishments pose against a red curtain backdrop. A BBC News logo is visible in the bottom left corner of the image.,Two women with styled hair and elaborate formal attire featuring gold embellishments pose against a red curtain backdrop. A BBC News logo is visible in the bottom left corner of the image.,False,Two women with styled hair and elaborate formal attire featuring gold embellishments pose against a red curtain backdrop. A BBC News logo is visible in the bottom left corner of the image.,Two women with styled hair and elaborate formal attire featuring gold embellishments pose against a red curtain backdrop. A News is visible in the corner of the image.
430,700.jpg,700.jpg,"A group of women and children walk along a street, carrying bundles, bags, and water bottles.","A group of women and children walk along a street, carrying bundles, bags, and water bottles.",False,"A group of women and children walk along a street, carrying bundles, bags, and water bottles.","A group of women and children walk along a street, carrying bundles, bags, and water bottles."
431,701.jpg,701.jpg,"Two men, both wearing suits and Jewish skullcaps, are seated at a wooden desk in a formal, indoor setting. The man on the left looks towards the viewer with his hand to his chin, while the man on the right leans towards him.","Two men, both wearing suits and Jewish skullcaps, are seated at a wooden desk in a formal, indoor setting. The man on the left looks towards the viewer with his hand to his chin, while the man on the right leans towards him.",False,"Two men, both wearing suits and Jewish skullcaps, are seated at a wooden desk in a formal, indoor setting. The man on the left looks towards the viewer with his hand to his chin, while the man on the right leans towards him.","Two men, both wearing suits and Jewish skullcaps, are seated at a wooden desk in a formal, indoor setting. The man on the left looks towards the viewer with his hand to his chin, while the man on the right leans towards him."
432,702.jpg,702.jpg,"Three men in suits are seen walking outdoors in front of a building. The central man wears glasses and a dark suit, while the man on the right has a white beard, a striped tie, and carries a folder.","Three men in suits are seen walking outdoors in front of a building. The central man wears glasses and a dark suit, while the man on the right has a white beard, a striped tie, and carries a folder.",False,"Three men in suits are seen walking outdoors in front of a building. The central man wears glasses and a dark suit, while the man on the right has a white beard, a striped tie, and carries a folder.","Three men in suits are seen walking outdoors in front of a building. The central man wears glasses and a dark suit, while the man on the right has a white beard, a striped tie, and carries a folder."
433,703.jpg,703.jpg,"Police officers in both standard and tactical uniforms are visible among civilians on a street at night. Two individuals in civilian clothing are seen with their hands behind their backs near officers, and a BBC News logo is present in the bottom left corner.","Police officers in both standard and tactical uniforms are visible among civilians on a street at night. Two individuals in civilian clothing are seen with their hands behind their backs near officers, and a BBC News logo is present in the bottom left corner.",False,"Police officers in both standard and tactical uniforms are visible among civilians on a street at night. Two individuals in civilian clothing are seen with their hands behind their backs near officers, and a BBC News logo is present in the bottom left corner.","Police officers in both standard and tactical uniforms are visible among civilians on a street at night. Two individuals in civilian clothing are seen with their hands behind their backs near officers, and a News is present in the corner."
434,704.jpg,704.jpg,"A red three-wheeled vehicle, heavily laden with people and belongings including a woman holding a baby, travels down a dusty road. In the foreground, a barefoot boy walks, with other individuals and market-like stalls visible further down the street.","A red three-wheeled vehicle, heavily laden with people and belongings including a woman holding a baby, travels down a dusty road. In the foreground, a barefoot boy walks, with other individuals and market-like stalls visible further down the street.",False,"A red three-wheeled vehicle, heavily laden with people and belongings including a woman holding a baby, travels down a dusty road. In the foreground, a barefoot boy walks, with other individuals and market-like stalls visible further down the street.","A red three-wheeled vehicle, heavily laden with people and belongings including a woman holding a baby, travels down a dusty road. In the foreground, a barefoot boy walks, with other individuals and market-like stalls visible further down the street."
435,705.jpg,705.jpg,"A woman with short, curly hair speaks into a microphone at a podium. Behind her, an American flag is partially visible against a blue background, and the podium is labeled 'White House Washington'.","A woman with short, curly hair speaks into a microphone at a podium. Behind her, an American flag is partially visible against a blue background, and the podium is labeled 'White House Washington'.",False,"A woman with short, curly hair speaks into a microphone at a podium. Behind her, an American flag is partially visible against a blue background, and the podium is labeled 'White House Washington'.","A woman with short, curly hair speaks into a microphone at a podium. Behind her, an American flag is partially visible against a blue background, and the podium is labeled 'White House Washington'."
436,706.jpg,706.jpg,"A man in camouflage military gear and a boonie hat holds an assault rifle with an attached scope and suppressor. He stands in a wide, open desert landscape, with a military vehicle and sparse vegetation visible in the distance.","A man in camouflage military gear and a boonie hat holds an assault rifle with an attached scope and suppressor. He stands in a wide, open desert landscape, with a military vehicle and sparse vegetation visible in the distance.",False,"A man in camouflage military gear and a boonie hat holds an assault rifle with an attached scope and suppressor. He stands in a wide, open desert landscape, with a military vehicle and sparse vegetation visible in the distance.","A man in camouflage military gear and a boonie hat holds an assault rifle with an attached scope and suppressor. He stands in a wide, open desert landscape, with a military vehicle and sparse vegetation visible in the distance."
437,707.jpg,707.jpg,"Two women wearing headscarves are seen embracing each other, both with visible expressions of distress and tears on their faces. Other individuals are blurred in the background.","Two women wearing headscarves are seen embracing each other, both with visible expressions of distress and tears on their faces. Other individuals are blurred in the background.",False,"Two women wearing headscarves are seen embracing each other, both with visible expressions of distress and tears on their faces. Other individuals are blurred in the background.","Two women wearing headscarves are seen embracing each other, both with visible expressions of distress and tears on their faces. Other individuals are blurred in the background."
438,708.jpg,708.jpg,"A close-up image shows a man with short dark hair, a beard, and distinctive facial features against a textured, patterned background. The BBC News logo is visible in the lower-left corner of the image.","A close-up image shows a man with short dark hair, a beard, and distinctive facial features against a textured, patterned background. The BBC News logo is visible in the lower-left corner of the image.",False,"A close-up image shows a man with short dark hair, a beard, and distinctive facial features against a textured, patterned background. The BBC News logo is visible in the lower-left corner of the image.","A close-up image shows a man with short dark hair, a beard, and distinctive facial features against a textured, patterned background. The News is visible in the lower- of the image."
439,709.jpg,709.jpg,"A man covered in dust sits on concrete rubble in the foreground. In the background, extensive debris, damaged buildings, and several other people navigating the destruction are visible.","A man covered in dust sits on concrete rubble in the foreground. In the background, extensive debris, damaged buildings, and several other people navigating the destruction are visible.",False,"A man covered in dust sits on concrete rubble in the foreground. In the background, extensive debris, damaged buildings, and several other people navigating the destruction are visible.","A man covered in dust sits on concrete rubble in the foreground. In the background, extensive debris, damaged buildings, and several other people navigating the destruction are visible."
440,710.jpg,710.jpg,"A bare-chested man with bandaged arms and hands lies on a medical bed, attended to by two individuals wearing gloves. Medical instruments, including scissors, and bandages are visible near him, with the ""BBC News"" logo present on the bed frame.","A bare-chested man with bandaged arms and hands lies on a medical bed, attended to by two individuals wearing gloves. Medical instruments, including scissors, and bandages are visible near him, with the ""BBC News"" logo present on the bed frame.",False,"A bare-chested man with bandaged arms and hands lies on a medical bed, attended to by two individuals wearing gloves. Medical instruments, including scissors, and bandages are visible near him, with the ""BBC News"" logo present on the bed frame.","A bare-chested man with bandaged arms and hands lies on a medical bed, attended to by two individuals wearing gloves. Medical instruments, including scissors, and bandages are visible near him, with the "" News"" present on the bed frame."
441,711.jpg,711.jpg,"A man in a dark suit and blue tie is speaking into a microphone, wearing a yellow ribbon and a pin with the Israeli and US flags on his lapel. A gavel and a glass of water are visible on a wooden surface in the background.","A man in a dark suit and blue tie is speaking into a microphone, wearing a yellow ribbon and a pin with the Israeli and US flags on his lapel. A gavel and a glass of water are visible on a wooden surface in the background.",False,"A man in a dark suit and blue tie is speaking into a microphone, wearing a yellow ribbon and a pin with the Israeli and US flags on his lapel. A gavel and a glass of water are visible on a wooden surface in the background.","A man in a dark suit and blue tie is speaking into a microphone, wearing a yellow ribbon and a pin with the Israeli and US flags on his lapel. A gavel and a glass of water are visible on a wooden surface in the background."
442,712.jpg,712.jpg,"A man covers his mouth in apparent distress, standing beside a young girl who looks visibly upset with her mouth open. The background is hazy with smoke or dust, showing blurred figures and debris in what appears to be an urban setting.","A man covers his mouth in apparent distress, standing beside a young girl who looks visibly upset with her mouth open. The background is hazy with smoke or dust, showing blurred figures and debris in what appears to be an urban setting.",False,"A man covers his mouth in apparent distress, standing beside a young girl who looks visibly upset with her mouth open. The background is hazy with smoke or dust, showing blurred figures and debris in what appears to be an urban setting.","A man covers his mouth in apparent distress, standing beside a young girl who looks visibly upset with her mouth open. The background is hazy with smoke or dust, showing blurred figures and debris in what appears to be an urban setting."
443,713.jpg,713.jpg,"A man with his hand covering his mouth appears distressed, while a young child with an open mouth, seemingly crying, holds onto his arm. They are outdoors in a hazy or dusty environment with blurred figures and structures in the background, and the BBC News logo is visible in the bottom left.","A man with his hand covering his mouth appears distressed, while a young child with an open mouth, seemingly crying, holds onto his arm. They are outdoors in a hazy or dusty environment with blurred figures and structures in the background, and the BBC News logo is visible in the bottom left.",False,"A man with his hand covering his mouth appears distressed, while a young child with an open mouth, seemingly crying, holds onto his arm. They are outdoors in a hazy or dusty environment with blurred figures and structures in the background, and the BBC News logo is visible in the bottom left.","A man with his hand covering his mouth appears distressed, while a young child with an open mouth, seemingly crying, holds onto his arm. They are outdoors in a hazy or dusty environment with blurred figures and structures in the background, and the News is visible in the."
444,714.jpg,714.jpg,"A man with dark hair and a beard, wearing a dark sleeveless top, looks slightly upwards and to his right. He is shown against a light-colored background with a dark horizontal line and a dark rectangle in the upper right.","A man with dark hair and a beard, wearing a dark sleeveless top, looks slightly upwards and to his right. He is shown against a light-colored background with a dark horizontal line and a dark rectangle in the upper right.",False,"A man with dark hair and a beard, wearing a dark sleeveless top, looks slightly upwards and to his right. He is shown against a light-colored background with a dark horizontal line and a dark rectangle in the upper right.","A man with dark hair and a beard, wearing a dark sleeveless top, looks slightly upwards and to his right. He is shown against a light-colored background with a dark horizontal line and a dark rectangle in the upper right."
445,715.jpg,715.jpg,"Several men are painting a large Israeli flag onto the side of a concrete building, set against a backdrop of hills and a distant town.","Several men are painting a large Israeli flag onto the side of a concrete building, set against a backdrop of hills and a distant town.",False,"Several men are painting a large Israeli flag onto the side of a concrete building, set against a backdrop of hills and a distant town.","Several men are painting a large Israeli flag onto the side of a concrete building, set against a backdrop of hills and a distant town."
446,716.jpg,716.jpg,"An older woman in a black headscarf embraces and comforts a younger woman in a blue headscarf, who is crying visibly with her mouth open and tears on her face. Other individuals in dark attire are partially visible in the background against a light-colored wall.","An older woman in a black headscarf embraces and comforts a younger woman in a blue headscarf, who is crying visibly with her mouth open and tears on her face. Other individuals in dark attire are partially visible in the background against a light-colored wall.",False,"An older woman in a black headscarf embraces and comforts a younger woman in a blue headscarf, who is crying visibly with her mouth open and tears on her face. Other individuals in dark attire are partially visible in the background against a light-colored wall.","An older woman in a black headscarf embraces and comforts a younger woman in a blue headscarf, who is crying visibly with her mouth open and tears on her face. Other individuals in dark attire are partially visible in the background against a light-colored wall."
447,717.jpg,717.jpg,"A group of people, including men, women, and children, stands behind the shattered windshield of a white car, which displays multiple impact points. In the background, a person holds a video camera.","A group of people, including men, women, and children, stands behind the shattered windshield of a white car, which displays multiple impact points. In the background, a person holds a video camera.",False,"A group of people, including men, women, and children, stands behind the shattered windshield of a white car, which displays multiple impact points. In the background, a person holds a video camera.","A group of people, including men, women, and children, stands behind the shattered windshield of a white car, which displays multiple impact points. In the background, a person holds a video camera."
448,718.jpg,718.jpg,"A group of women are seen outdoors at night, with several visibly crying and appearing distressed. In the background, a large screen displays an image of a man in a suit.","A group of women are seen outdoors at night, with several visibly crying and appearing distressed. In the background, a large screen displays an image of a man in a suit.",False,"A group of women are seen outdoors at night, with several visibly crying and appearing distressed. In the background, a large screen displays an image of a man in a suit.","A group of women are seen outdoors at night, with several visibly crying and appearing distressed. In the background, a large screen displays an image of a man in a suit."
449,719.jpg,719.jpg,"An open-top military-style vehicle is on a paved road carrying multiple armed men. Several men are holding rifles, with some pointing them upwards, against a backdrop of distant buildings and a clear sky.","An open-top military-style vehicle is on a paved road carrying multiple armed men. Several men are holding rifles, with some pointing them upwards, against a backdrop of distant buildings and a clear sky.",False,"An open-top military-style vehicle is on a paved road carrying multiple armed men. Several men are holding rifles, with some pointing them upwards, against a backdrop of distant buildings and a clear sky.","An open-top military-style vehicle is on a paved road carrying multiple armed men. Several men are holding rifles, with some pointing them upwards, against a backdrop of distant buildings and a clear sky."
450,720.jpg,720.jpg,"A group of people, including women and children, are transported on an overloaded cart through a street lined with extensively damaged buildings and rubble. A young man sitting at the back raises his hand in a peace sign.","A group of people, including women and children, are transported on an overloaded cart through a street lined with extensively damaged buildings and rubble. A young man sitting at the back raises his hand in a peace sign.",False,"A group of people, including women and children, are transported on an overloaded cart through a street lined with extensively damaged buildings and rubble. A young man sitting at the back raises his hand in a peace sign.","A group of people, including women and children, are transported on an overloaded cart through a street lined with extensively damaged buildings and rubble. A young man sitting at the back raises his hand in a peace sign."
451,721.jpg,721.jpg,"This image displays a grid of six headshot portraits of adults, comprising five men and one woman, with the BBC News logo visible in the bottom left corner.","This image displays a grid of six headshot portraits of adults, comprising five men and one woman, with the BBC News logo visible in the bottom left corner.",False,"This image displays a grid of six headshot portraits of adults, comprising five men and one woman, with the BBC News logo visible in the bottom left corner.","This image displays a grid of six headshot portraits of adults, comprising five men and one woman, with the News visible in the corner."
452,722.jpg,722.jpg,"A crowd of people, many wearing kippahs, are gathered outdoors with an Israeli flag waving prominently in the center. Several individuals are seen clapping or raising their hands, with a fence, a military vehicle, and a sign displaying Hebrew text visible in the background.","A crowd of people, many wearing kippahs, are gathered outdoors with an Israeli flag waving prominently in the center. Several individuals are seen clapping or raising their hands, with a fence, a military vehicle, and a sign displaying Hebrew text visible in the background.",False,"A crowd of people, many wearing kippahs, are gathered outdoors with an Israeli flag waving prominently in the center. Several individuals are seen clapping or raising their hands, with a fence, a military vehicle, and a sign displaying Hebrew text visible in the background.","A crowd of people, many wearing kippahs, are gathered outdoors with an Israeli flag waving prominently in the center. Several individuals are seen clapping or raising their hands, with a fence, a military vehicle, and a sign displaying Hebrew text visible in the background."
453,723.jpg,723.jpg,"A woman wearing a tan hijab, glasses, and a black blazer over a yellow shirt is seated in a formal room. She has a small pin with green, white, black, and red vertical stripes on her lapel, and a microphone is visible in front of her.","A woman wearing a tan hijab, glasses, and a black blazer over a yellow shirt is seated in a formal room. She has a small pin with green, white, black, and red vertical stripes on her lapel, and a microphone is visible in front of her.",False,"A woman wearing a tan hijab, glasses, and a black blazer over a yellow shirt is seated in a formal room. She has a small pin with green, white, black, and red vertical stripes on her lapel, and a microphone is visible in front of her.","A woman wearing a tan hijab, glasses, and a black blazer over a yellow shirt is seated in a formal room. She has a small pin with green, white, black, and red vertical stripes on her lapel, and a microphone is visible in front of her."
454,724.jpg,724.jpg,"A young man with a beard is speaking directly to the camera, standing on sandy ground with light-colored tent structures visible behind him. The BBC News logo is present in the bottom left corner of the image.","A young man with a beard is speaking directly to the camera, standing on sandy ground with light-colored tent structures visible behind him. The BBC News logo is present in the bottom left corner of the image.",False,"A young man with a beard is speaking directly to the camera, standing on sandy ground with light-colored tent structures visible behind him. The BBC News logo is present in the bottom left corner of the image.","A young man with a beard is speaking directly to the camera, standing on sandy ground with light-colored tent structures visible behind him. The News is present in the corner of the image."
455,725.jpg,725.jpg,"A woman holding a young child stands with three other children around a table laden with treats and drinks. All five individuals are smiling and dressed in colorful attire, including festive costumes, against a vibrant backdrop.","A woman holding a young child stands with three other children around a table laden with treats and drinks. All five individuals are smiling and dressed in colorful attire, including festive costumes, against a vibrant backdrop.",False,"A woman holding a young child stands with three other children around a table laden with treats and drinks. All five individuals are smiling and dressed in colorful attire, including festive costumes, against a vibrant backdrop.","A woman holding a young child stands with three other children around a table laden with treats and drinks. All five individuals are smiling and dressed in colorful attire, including festive costumes, against a vibrant backdrop."
