ID,Img URL,Img Name,Desc (S),caption_original,is_arabic,caption_en,caption_train
948,72.jpg,72.jpg,تُظهر الصورة رجلاً يرتدي الثوب والغترة ويتحدث، مع نص مكتوب باللون الأحمر يغطي جزءاً كبيراً من الصورة ونص إضافي في الأسفل.,تُظهر الصورة رجلاً يرتدي الثوب والغترة ويتحدث، مع نص مكتوب باللون الأحمر يغطي جزءاً كبيراً من الصورة ونص إضافي في الأسفل.,True,"The picture shows a man wearing a dress and insomnia and speaking, with a red text that covers a large part of the picture and an extra text at the bottom.","The picture shows a man wearing a dress and insomnia and speaking, with a red text that covers a large part of the picture and an extra text at the bottom."
949,73.jpg,73.jpg,تُظهر الصورة مجموعة من الرجال يجلسون حول طاولة اجتماعات طويلة. يمسك أحد الرجال في المنتصف أوراقًا، وتنتشر زجاجات المياه والأكواب على الطاولة.,تُظهر الصورة مجموعة من الرجال يجلسون حول طاولة اجتماعات طويلة. يمسك أحد الرجال في المنتصف أوراقًا، وتنتشر زجاجات المياه والأكواب على الطاولة.,True,"The picture shows a bunch of guys sitting around a long meeting table, one of the guys in the middle holding papers, and water bottles and cups spread out on the table.","The picture shows a bunch of guys sitting around a long meeting table, one of the guys in the middle holding papers, and water bottles and cups spread out on the table."
950,74.jpg,74.jpg,تُظهر الصورة وجهاً مقرباً لرجل ذي شعر فاتح، يرتدي بدلة زرقاء وقميصاً أبيض وربطة عنق حمراء، وعلى سترته دبوس صغير لعلم الولايات المتحدة.,تُظهر الصورة وجهاً مقرباً لرجل ذي شعر فاتح، يرتدي بدلة زرقاء وقميصاً أبيض وربطة عنق حمراء، وعلى سترته دبوس صغير لعلم الولايات المتحدة.,True,"The picture shows a close face of a man with light hair, wearing a blue suit, a white shirt and a red tie, and on his jacket a little pin for the U.S. flag.","The picture shows a close face of a man with light hair, wearing a blue suit, a white shirt and a red tie, and on his jacket a little pin for the U.S. flag."
951,75.jpg,75.jpg,يظهر رجل يجلس بجانب طفل نحيل مستلقٍ على مرتبة على الأرض، داخل غرفة ذات جدران متصدعة.,يظهر رجل يجلس بجانب طفل نحيل مستلقٍ على مرتبة على الأرض، داخل غرفة ذات جدران متصدعة.,True,"A man appears sitting next to a skinny kid lying on the floor, in a room with cracked walls.","A man appears sitting next to a skinny kid lying on the floor, in a room with cracked walls."
952,76.jpg,76.jpg,"صبيان كرتونيان يمسكان خرائط؛ أحدهما يحمل خريطة صغيرة عليها نجمة داوود، والآخر يحمل خريطة كبيرة خضراء مكتوب عليها ""الدول العربية"". يظهر أحد الصبيين متفاجئًا وله فقاعة حوار تحتوي على نص عربي، بينما يبدو الآخر حزينًا.","صبيان كرتونيان يمسكان خرائط؛ أحدهما يحمل خريطة صغيرة عليها نجمة داوود، والآخر يحمل خريطة كبيرة خضراء مكتوب عليها ""الدول العربية"". يظهر أحد الصبيين متفاجئًا وله فقاعة حوار تحتوي على نص عربي، بينما يبدو الآخر حزينًا.",True,"Two cartoon boys holding maps; one with a small map with the Star of David, and the other with a large green map with the ""Arab States."" One of the boys shows surprise and has a dialogue bubble with an Arabic text, while the other seems sad.","Two cartoon boys holding maps; one with a small map with the Star of David, and the other with a large green map with the ""Arab States."" One of the boys shows surprise and has a dialogue bubble with an Arabic text, while the other seems sad."
953,77.jpg,77.jpg,تظهر طائرة نقل عسكرية تحلق في سماء زرقاء صافية، وهي تسقط العديد من المظلات الداكنة المتصلة بصناديق بيضاء صغيرة.,تظهر طائرة نقل عسكرية تحلق في سماء زرقاء صافية، وهي تسقط العديد من المظلات الداكنة المتصلة بصناديق بيضاء صغيرة.,True,"A military transport aircraft appears to fly into a clear blue sky, dropping many dark umbrellas connected to small white boxes.","A military transport aircraft appears to fly into a clear blue sky, dropping many dark umbrellas connected to small white boxes."
954,78.jpg,78.jpg,تُظهر الصورة لوحتين متناقضتين: في اللوحة اليسرى، يظهر شخص مقنع يحمل بندقية فوق جثة، مع راية خضراء ونص يذكر أن مقتل المدني الفلسطيني استراتيجي لدى حماس. في اللوحة اليمنى، يظهر جندي إسرائيلي يواسي مدنياً باكياً، مع نجمة داود ونص يذكر أن مقتل المدني الإسرائيلي تراجيدي في إسرائيل.,تُظهر الصورة لوحتين متناقضتين: في اللوحة اليسرى، يظهر شخص مقنع يحمل بندقية فوق جثة، مع راية خضراء ونص يذكر أن مقتل المدني الفلسطيني استراتيجي لدى حماس. في اللوحة اليمنى، يظهر جندي إسرائيلي يواسي مدنياً باكياً، مع نجمة داود ونص يذكر أن مقتل المدني الإسرائيلي تراجيدي في إسرائيل.,True,"The picture shows two contradictory paintings: in the left panel, a masked man with a gun appears on a body, with a green flag and a text that says that Hamas's Palestinian civilian was killed strategically.","The picture shows two contradictory paintings: in the left panel, a masked man with a gun appears on a body, with a green flag and a text that says that Hamas's Palestinian civilian was killed strategically."
955,79.jpg,79.jpg,يظهر رجل يرتدي قميصًا أزرق وسترة رمادية، يمسك ميكروفونًا بيده. يبدو وجهه جادًا بينما الخلفية ضبابية وغير واضحة.,يظهر رجل يرتدي قميصًا أزرق وسترة رمادية، يمسك ميكروفونًا بيده. يبدو وجهه جادًا بينما الخلفية ضبابية وغير واضحة.,True,"A man with a blue shirt and a gray jacket, holding a microphone in his hand, looks serious while the background is blurry and unclear.","A man with a blue shirt and a gray jacket, holding a microphone in his hand, looks serious while the background is blurry and unclear."
956,80.jpg,80.jpg,تُظهر الصورة شخصًا شديد النحافة مستلقيًا على غطاء ملون، حيث تبرز عظامه بوضوح على صدره وبطنه. وجه الشخص غير واضح، وتظهر أيدٍ أخرى حول جسده.,تُظهر الصورة شخصًا شديد النحافة مستلقيًا على غطاء ملون، حيث تبرز عظامه بوضوح على صدره وبطنه. وجه الشخص غير واضح، وتظهر أيدٍ أخرى حول جسده.,True,"The picture shows a very thin person lying on a colored cover, whose bones are clearly on his chest and abdomen. The person's face is unclear, and other hands appear around his body.","The picture shows a very thin person lying on a colored cover, whose bones are clearly on his chest and abdomen. The person's face is unclear, and other hands appear around his body."
957,81.jpg,81.jpg,تظهر الصورة بنيامين نتنياهو مرتدياً بدلة رسمية، ويظهر جزء من علم إسرائيل خلفه إلى اليسار. تتضمن الصورة نصاً عربياً مكتوباً واقتباساً أسفل صورته.,تظهر الصورة بنيامين نتنياهو مرتدياً بدلة رسمية، ويظهر جزء من علم إسرائيل خلفه إلى اليسار. تتضمن الصورة نصاً عربياً مكتوباً واقتباساً أسفل صورته.,True,"The photograph shows Benjamin Netanyahu wearing an official suit, and part of Israel's flag appears behind him to the left. It contains a written Arabic text and a quote under his image.","The photograph shows a public official wearing an official suit, and part of Israel's flag appears behind him to the left. It contains a written Arabic text and a quote under his image."
958,82.jpg,82.jpg,تظهر كميات كبيرة من الصناديق البيضاء المكدسة وأكياس بيضاء كبيرة في منطقة مفتوحة. يوجد فوق الصناديق عبوات ملونة، وتوجد عبوات صغيرة منقوشة بين الأكياس، تحت سماء زرقاء صافية.,تظهر كميات كبيرة من الصناديق البيضاء المكدسة وأكياس بيضاء كبيرة في منطقة مفتوحة. يوجد فوق الصناديق عبوات ملونة، وتوجد عبوات صغيرة منقوشة بين الأكياس، تحت سماء زرقاء صافية.,True,"Large quantities of white boxes piled up and large white bags appeared in an open area. On top of the boxes are colorful packagings, and there are small packagings carved in the bags, under a clear blue sky.","Large quantities of white boxes piled up and large white bags appeared in an open area. On top of the boxes are colorful packagings, and there are small packagings carved in the bags, under a clear blue sky."
959,83.jpg,83.jpg,رجل يرتدي بدلة وربطة عنق يتحدث من خلف منصة خشبية، وخلفه جدار أزرق وعلم أبيض وأزرق.,رجل يرتدي بدلة وربطة عنق يتحدث من خلف منصة خشبية، وخلفه جدار أزرق وعلم أبيض وأزرق.,True,"A man in a suit and a tie speaking from behind a wooden platform, with a blue wall and a white and blue flag.","A man in a suit and a tie speaking from behind a wooden platform, with a blue wall and a white and blue flag."
960,84.jpg,84.jpg,"صورة شاشة تعرض منشورًا نصيًا باللغة الإنجليزية يظهر فيه اسم ""Geert Wilders"" وصورته الشخصية. يتضمن النص دعوة لتدمير حماس وعبارات حول غزة وإسرائيل، بالإضافة إلى رمز تعبيري ليد قوية.","صورة شاشة تعرض منشورًا نصيًا باللغة الإنجليزية يظهر فيه اسم ""Geert Wilders"" وصورته الشخصية. يتضمن النص دعوة لتدمير حماس وعبارات حول غزة وإسرائيل، بالإضافة إلى رمز تعبيري ليد قوية.",True,"A picture of a screen with an English-language brochure showing the name and personal image of Geert Wilders. The text contains a call for the destruction of Hamas and expressions about Gaza and Israel, as well as a strong Lyde expression code.","A picture of a screen with an English-language brochure showing the name and personal image of a person. The text contains a call for the destruction of Hamas and expressions about Gaza and Israel, as well as a strong Lyde expression code."
961,85.jpg,85.jpg,يجلس رجال على الأرض ويقشرون البرتقال، مع أطباق من الفاكهة المقشرة والتفاح بجانبهم. يظهر المكان ذو جدران خرسانية وهاتف أرضي قريب.,يجلس رجال على الأرض ويقشرون البرتقال، مع أطباق من الفاكهة المقشرة والتفاح بجانبهم. يظهر المكان ذو جدران خرسانية وهاتف أرضي قريب.,True,"Men sit on the floor and peel oranges, with plates of peeled fruit and apples next to them. The place appears with concrete walls and a nearby land phone.","Men sit on the floor and peel oranges, with plates of peeled fruit and apples next to them. The place appears with concrete walls and a nearby land phone."
962,86.jpg,86.jpg,"تُظهر الصورة لافتة سوداء كبيرة معلقة على سياج معدني، تعرض صورًا فردية لعدة شبان وشابات، مع عبارة ""إلى جنات الخلد"" وتاريخ ""27-07-2024"". تقع اللافتة أمام ملعب عشبي وتظهر خلفها مبانٍ سكنية على تلة.","تُظهر الصورة لافتة سوداء كبيرة معلقة على سياج معدني، تعرض صورًا فردية لعدة شبان وشابات، مع عبارة ""إلى جنات الخلد"" وتاريخ ""27-07-2024"". تقع اللافتة أمام ملعب عشبي وتظهر خلفها مبانٍ سكنية على تلة.",True,"The picture shows a big black sign hanging on a metal fence, showing individual images of several young men and women, with the phrase ""to the Gardens of the Eternal"" and the date ""27-07-2024."" The sign lies in front of a grass court and shows residential buildings on a hill.","The picture shows a big black sign hanging on a metal fence, showing individual images of several young men and women, with the phrase ""to the Gardens of the Eternal"" and the date ""27-07-2024."" The sign lies in front of a grass court and shows residential buildings on a hill."
963,87.jpg,87.jpg,"تُظهر الصورة رجلاً يرتدي بدلة داكنة وربطة عنق حمراء، وعلى صدر سترته شريط أصفر، وهو يتحدث. يظهر نص أبيض على شريط أسود في الجزء السفلي من الصورة يقول: ""لا يوجد مجاعة في غزة،"".","تُظهر الصورة رجلاً يرتدي بدلة داكنة وربطة عنق حمراء، وعلى صدر سترته شريط أصفر، وهو يتحدث. يظهر نص أبيض على شريط أسود في الجزء السفلي من الصورة يقول: ""لا يوجد مجاعة في غزة،"".",True,"The picture shows a man wearing a dark suit and a red tie, with a yellow ribbon on his chest, speaking. A white text appears on a black tape in the bottom of the picture saying, ""There's no famine in Gaza.""","The picture shows a man wearing a dark suit and a red tie, with a yellow ribbon on his chest, speaking. A white text appears on a black tape in the bottom of the picture saying, ""There's no famine in Gaza."""
964,88.jpg,88.jpg,تُظهر الصورة المقسمة طفلاً صغيراً في حالتين مختلفتين؛ في الجانب الأيسر يرتدي رداءً طبياً ويبدو بصحة جيدة، بينما في الجانب الأيمن يظهر نحيلاً للغاية مع بروز عظامه، مما يشير إلى سوء تغذية حاد.,تُظهر الصورة المقسمة طفلاً صغيراً في حالتين مختلفتين؛ في الجانب الأيسر يرتدي رداءً طبياً ويبدو بصحة جيدة، بينما في الجانب الأيمن يظهر نحيلاً للغاية مع بروز عظامه، مما يشير إلى سوء تغذية حاد.,True,"The split picture shows a small child in two different cases; on the left side, he wears a medical dress and looks healthy, while on the right side he appears very skinny with his bones coming up, indicating severe malnutrition.","The split picture shows a small child in two different cases; on the left side, he wears a medical dress and looks healthy, while on the right side he appears very skinny with his bones coming up, indicating severe malnutrition."
965,89.jpg,89.jpg,تظهر الصورة أكواماً من الصناديق الكرتونية المكدسة في منطقة مفتوحة تحت سماء زرقاء صافية. في المقدمة، يوجد صندوق مفتوح يعرض صفوفاً من العبوات الصغيرة ذات الأغطية البيضاء.,تظهر الصورة أكواماً من الصناديق الكرتونية المكدسة في منطقة مفتوحة تحت سماء زرقاء صافية. في المقدمة، يوجد صندوق مفتوح يعرض صفوفاً من العبوات الصغيرة ذات الأغطية البيضاء.,True,"The image shows piles of carton boxes stacked in an open area under a clear blue sky. In the front, there's an open box showing rows of little white caps.","The image shows piles of carton boxes stacked in an open area under a clear blue sky. In the front, there's an open box showing rows of little white caps."
966,90.jpg,90.jpg,يظهر في الصورة رجل يرتدي زيًا عسكريًا وسترة تكتيكية، ويبدو أنه يتحدث. خلفه، تظهر أكوام من الأكياس البيضاء ورافعة صفراء كبيرة في الأفق.,يظهر في الصورة رجل يرتدي زيًا عسكريًا وسترة تكتيكية، ويبدو أنه يتحدث. خلفه، تظهر أكوام من الأكياس البيضاء ورافعة صفراء كبيرة في الأفق.,True,"A man in a uniform and a tactical jacket appears in the picture, and he appears to be speaking. Behind him, he shows piles of white bags and a big yellow crane on the horizon.","A man in a uniform and a tactical jacket appears in the picture, and he appears to be speaking. Behind him, he shows piles of white bags and a big yellow crane on the horizon."
967,67.jpg,67.jpg,"تُظهر الصورة منظراً صحراوياً بتلال رملية وجبال، مع شكل بيضاوي أبيض شبه شفاف في المنتصف يحوي نصاً عربياً حول إسرائيل. تظهر أيضاً صورة ظلية لحيوان وشعار ""إسرائيل"" في الزاوية اليسرى السفلية من الصورة.","تُظهر الصورة منظراً صحراوياً بتلال رملية وجبال، مع شكل بيضاوي أبيض شبه شفاف في المنتصف يحوي نصاً عربياً حول إسرائيل. تظهر أيضاً صورة ظلية لحيوان وشعار ""إسرائيل"" في الزاوية اليسرى السفلية من الصورة.",True,"The picture shows a desert view of sand and mountain hills, with a semi-transparent white oval form in the middle with an Arabic text about Israel. It also shows a shadow image of an animal and an ""Israel"" logo in the lower left corner of the picture.","The picture shows a desert view of sand and mountain hills, with a semi-transparent white oval form in the middle with an Arabic text about Israel. It also shows a shadow image of an animal and an ""Israel"" in the lower of the picture."
968,68.jpg,68.jpg,تُظهر الصورة رجلاً متوسط العمر بشعر ولحية رمادية ونظارات، يرتدي قميصاً أبيض وسترة داكنة، على خلفية زرقاء داكنة. يظهر إلى جانبه نص كبير باللون الأبيض، وأسفله نص آخر باللون الأصفر.,تُظهر الصورة رجلاً متوسط العمر بشعر ولحية رمادية ونظارات، يرتدي قميصاً أبيض وسترة داكنة، على خلفية زرقاء داكنة. يظهر إلى جانبه نص كبير باللون الأبيض، وأسفله نص آخر باللون الأصفر.,True,"The picture shows a middle-aged man with gray hair and beard and glasses, wearing a white shirt and a dark jacket, with a dark blue background.","The picture shows a middle-aged man with gray hair and beard and glasses, wearing a white shirt and a dark jacket, with a dark blue background."
969,69.jpg,69.jpg,تعرض الصورة لقطات لفتاتين صغيرتين مبتسمتين مع رجل بالغ في الأعلى، وهما ترتديان تيجان الزهور وتحملان بالونات اليونيكورن في مشهد احتفالي بالأسفل. بينهما، يظهر مشهد داكن لأفراد يرتدون ملابس عسكرية برفقة أطفال صغار.,تعرض الصورة لقطات لفتاتين صغيرتين مبتسمتين مع رجل بالغ في الأعلى، وهما ترتديان تيجان الزهور وتحملان بالونات اليونيكورن في مشهد احتفالي بالأسفل. بينهما، يظهر مشهد داكن لأفراد يرتدون ملابس عسكرية برفقة أطفال صغار.,True,"The picture shows the footage of two young girls smiling with a grown man upstairs wearing a flower crown and carrying an Unicorn balloon in a celebratory scene downstairs. Between them, there is a dark scene of individuals wearing military clothes with young children.","The picture shows the footage of two young girls smiling with a grown man upstairs wearing a flower crown and carrying an Unicorn balloon in a celebratory scene downstairs. Between them, there is a dark scene of individuals wearing military clothes with young children."
970,91.jpg,91.jpg,تُظهر الصورة صبيًا صغيرًا بشعر مجعد فاتح، تحيط به مجموعة من البالغين ذوي الوجوه المموهة. توجد يد بالغ على رأس الصبي، ويرتدي بعض الحاضرين ملابس داكنة بينما يرتدي أحدهم قميصًا أزرق فاتحًا.,تُظهر الصورة صبيًا صغيرًا بشعر مجعد فاتح، تحيط به مجموعة من البالغين ذوي الوجوه المموهة. توجد يد بالغ على رأس الصبي، ويرتدي بعض الحاضرين ملابس داكنة بينما يرتدي أحدهم قميصًا أزرق فاتحًا.,True,"The picture shows a young boy with light curly hair, surrounded by a bunch of dumb-faced adults with an adult hand on the boy's head, some of them wearing dark clothes while somebody's wearing a light blue shirt.","The picture shows a young boy with light curly hair, surrounded by a bunch of dumb-faced adults with an adult hand on the boy's head, some of them wearing dark clothes while somebody's wearing a light blue shirt."
971,92.jpg,92.jpg,تُظهر الصورة رجلاً ذا شعر أبيض وشارب يرتدي قميصاً أبيض ونظارات ويشير بيده اليمنى، وإلى جانبه لوحة زرقاء تتضمن نصاً باللغة العربية.,تُظهر الصورة رجلاً ذا شعر أبيض وشارب يرتدي قميصاً أبيض ونظارات ويشير بيده اليمنى، وإلى جانبه لوحة زرقاء تتضمن نصاً باللغة العربية.,True,"The photograph shows a man with white hair and a mustache wearing a white shirt and glasses and pointing his right hand, along with a blue board with a Arabic text.","The photograph shows a man with white hair and a mustache wearing a white shirt and glasses and pointing his right hand, along with a blue board with a Arabic text."
972,93.jpg,93.jpg,يظهر رجل يرتدي بدلة داكنة وربطة عنق زرقاء يتحدث من على منصة، ويضع شريطاً أصفر على سترته. تظهر خلفه رايتان إسرائيليتان، ويجلس جمهور في مقدمة الصورة يستمع إليه.,يظهر رجل يرتدي بدلة داكنة وربطة عنق زرقاء يتحدث من على منصة، ويضع شريطاً أصفر على سترته. تظهر خلفه رايتان إسرائيليتان، ويجلس جمهور في مقدمة الصورة يستمع إليه.,True,"A man in a dark suit and a blue tie appears to speak from a platform, and puts a yellow tape on his jacket. Two Israeli banners appear behind him, and an audience sits in the front of the picture listening to him.","A man in a dark suit and a blue tie appears to speak from a platform, and puts a yellow tape on his jacket. Two Israeli banners appear behind him, and an audience sits in the front of the picture listening to him."
973,94.jpg,94.jpg,"تظهر الصورة أسدًا ضخمًا ملفوفًا بعلم إسرائيل يقف على تلة، وأسفله على الأرض فئران ميتة ملطخة بالدماء تحمل أسماء ""حماس""، ""حزب الله""، ""النظام الإيراني""، و""الحوثي"".","تظهر الصورة أسدًا ضخمًا ملفوفًا بعلم إسرائيل يقف على تلة، وأسفله على الأرض فئران ميتة ملطخة بالدماء تحمل أسماء ""حماس""، ""حزب الله""، ""النظام الإيراني""، و""الحوثي"".",True,"The picture shows a huge lion wrapped in the flag of Israel standing on a hill, and down on the ground dead, bloody rats with the names Hamas, Hezbollah, the Iranian regime, and Al-Houthi.","The picture shows a huge lion wrapped in the flag of Israel standing on a hill, and down on the ground dead, bloody rats with the names Hamas, Hezbollah, the Iranian regime, and Al-Houthi."
974,95.jpg,95.jpg,"تُظهر الصورة شخصًا مسلحًا بزي عسكري يقف فوق جثث ملطخة بالدماء، بينما رجل يرتدي بدلة يغطي أذنيه وبجانبه حقيبة مكتوب عليها ""الأمم المتحدة"". في المقابل، يوزع عامل إغاثة أكياس طحين وصناديق على نساء وطفل يحمل كيساً صغيراً من الطحين.","تُظهر الصورة شخصًا مسلحًا بزي عسكري يقف فوق جثث ملطخة بالدماء، بينما رجل يرتدي بدلة يغطي أذنيه وبجانبه حقيبة مكتوب عليها ""الأمم المتحدة"". في المقابل، يوزع عامل إغاثة أكياس طحين وصناديق على نساء وطفل يحمل كيساً صغيراً من الطحين.",True,"The picture shows a person armed with a uniform standing over bloodstained bodies, while a man wearing a suit with his ears covered with a suitcase with the ""United Nations"" on it. In contrast, a flour bags and boxes are distributed to women and a child carrying a small bag of flour.","The picture shows a person armed with a uniform standing over bloodstained bodies, while a man wearing a suit with his ears covered with a suitcase with the ""United Nations"" on it. In contrast, a flour bags and boxes are distributed to women and a child carrying a small bag of flour."
975,96.jpg,96.jpg,تعرض الصورة مشهدين منفصلين؛ في المشهد الأيسر، يظهر جنديان يقفان بالقرب من حفرة عميقة وجسم ملفوف على الأرض الرملية. في المشهد الأيمن، يظهر رجل ملتح يبتسم وهو يحمل ميكروفونًا.,تعرض الصورة مشهدين منفصلين؛ في المشهد الأيسر، يظهر جنديان يقفان بالقرب من حفرة عميقة وجسم ملفوف على الأرض الرملية. في المشهد الأيمن، يظهر رجل ملتح يبتسم وهو يحمل ميكروفونًا.,True,"The picture shows two separate scenes; in the left scene, two soldiers stand near a deep hole and a body wrapped on the sandy floor. In the right scene, a bearded man appears to be smiling with a microphone.","The picture shows two separate scenes; in the left scene, two soldiers stand near a deep hole and a body wrapped on the sandy floor. In the right scene, a bearded man appears to be smiling with a microphone."
976,97.jpg,97.jpg,تعرض الصورة نصًا باللغة العربية بخط أسود على خلفية فاتحة، يتضمن اقتباسًا للكاتب والصحفي الفلسطيني مجدي عبد الوهاب، محاطًا بعلامات اقتباس حمراء.,تعرض الصورة نصًا باللغة العربية بخط أسود على خلفية فاتحة، يتضمن اقتباسًا للكاتب والصحفي الفلسطيني مجدي عبد الوهاب، محاطًا بعلامات اقتباس حمراء.,True,"The photograph presents a text in Arabic in bold background, including a quote from the Palestinian writer and journalist Majdi Abdul Wahab, surrounded by red quotes.","The photograph presents a text in Arabic in bold background, including a quote from the Palestinian writer and journalist a person, surrounded by red quotes."
977,98.jpg,98.jpg,"تظهر الصورة شاحنات محملة بأكياس طحين تحمل اسم ""GHF"" قرب رصيف خشبي مكتوب عليه ""ميناء غزة"". تقف امرأة ذات ملامح غاضبة تحمل هاتفًا وكيس طحين، وبجانبها قارب صغير يحوي كيس طحين آخر.","تظهر الصورة شاحنات محملة بأكياس طحين تحمل اسم ""GHF"" قرب رصيف خشبي مكتوب عليه ""ميناء غزة"". تقف امرأة ذات ملامح غاضبة تحمل هاتفًا وكيس طحين، وبجانبها قارب صغير يحوي كيس طحين آخر.",True,"The picture shows trucks loaded with flour bags with the name ""GHF"" near a wooden pier that says ""Gaza Harbour."" A woman with angry features with a phone and a flour bag stands next to her with a small boat with another flour bag.","The picture shows trucks loaded with flour bags with the name ""GHF"" near a wooden pier that says ""Gaza Harbour."" A woman with angry features with a phone and a flour bag stands next to her with a small boat with another flour bag."
978,99.jpg,99.jpg,يظهر عدد من الأشخاص يرتدون سترات نجاة برتقالية في مكان مظلم، حيث يمد أحدهم زجاجة ماء لشخص آخر.,يظهر عدد من الأشخاص يرتدون سترات نجاة برتقالية في مكان مظلم، حيث يمد أحدهم زجاجة ماء لشخص آخر.,True,"A number of people in orange life vests appear in a dark place, where someone is supplying someone else with a bottle of water.","A number of people in orange life vests appear in a dark place, where someone is supplying someone else with a bottle of water."
979,100.jpg,100.jpg,تُظهر الصورة امرأة ترتدي سترة نجاة برتقالية وقبعة خضراء مميزة على شكل ضفدع، وهي تتلقى طعاماً معلباً من يد شخص آخر. يظهر في الخلفية أجزاء من قارب وحبال، كما يظهر شخص يرتدي زيًا عسكريًا جزئيًا، ويُلاحظ أن الإضاءة خافتة في المشهد.,تُظهر الصورة امرأة ترتدي سترة نجاة برتقالية وقبعة خضراء مميزة على شكل ضفدع، وهي تتلقى طعاماً معلباً من يد شخص آخر. يظهر في الخلفية أجزاء من قارب وحبال، كما يظهر شخص يرتدي زيًا عسكريًا جزئيًا، ويُلاحظ أن الإضاءة خافتة في المشهد.,True,"The picture shows a woman wearing an orange life jacket and a distinctive green frog hat, receiving canned food from someone else's hand. Parts of a boat and rope appear in the background, as a person in a partial military uniform shows, and the lights are faint in the scene.","The picture shows a woman wearing an orange life jacket and a distinctive green frog hat, receiving canned food from someone else's hand. Parts of a boat and rope appear in the background, as a person in a partial military uniform shows, and the lights are faint in the scene."
980,101.jpg,101.jpg,"تعرض الصورة رسماً بيانياً بعنوان ""المواطنون المسلمون في إسرائيل 2023""، يتضمن معلومات إحصائية مفصلة. يوضح الرسم أن عدد السكان المسلمين يبلغ حوالي 1.782 مليون نسمة، ما يشكل 18.1% من إجمالي سكان إسرائيل.","تعرض الصورة رسماً بيانياً بعنوان ""المواطنون المسلمون في إسرائيل 2023""، يتضمن معلومات إحصائية مفصلة. يوضح الرسم أن عدد السكان المسلمين يبلغ حوالي 1.782 مليون نسمة، ما يشكل 18.1% من إجمالي سكان إسرائيل.",True,"The picture presents a graph entitled ""Muslim citizens in Israel 2023,"" which contains detailed statistical information. It shows that the Muslim population is about 1.782 million, representing 18.1% of Israel's total population.","The picture presents a graph entitled ""Muslim citizens in Israel 2023,"" which contains detailed statistical information. It shows that the Muslim population is about 1.782 million, representing 18.1% of Israel's total population."
981,102.jpg,102.jpg,تُظهر الصورة المقسمة شابًا واحدًا في مشهدين مختلفين. في الجزء الأيسر، يركع الشاب مرتديًا زيًا عسكريًا كاملًا مع كلب أسود ذي فرو كثيف في بيئة طبيعية خارجية. وفي الجزء الأيمن، يظهر نفس الشاب مرتديًا ملابس مدنية، وهو يحمل كيسًا طبيًا يحتوي على سائل أحمر داكن ومتصل بأنابيب، وذلك في بيئة طبية داخلية.,تُظهر الصورة المقسمة شابًا واحدًا في مشهدين مختلفين. في الجزء الأيسر، يركع الشاب مرتديًا زيًا عسكريًا كاملًا مع كلب أسود ذي فرو كثيف في بيئة طبيعية خارجية. وفي الجزء الأيمن، يظهر نفس الشاب مرتديًا ملابس مدنية، وهو يحمل كيسًا طبيًا يحتوي على سائل أحمر داكن ومتصل بأنابيب، وذلك في بيئة طبية داخلية.,True,"On the left side, the young man kneels in full military uniform with a black dog with a dense fur in an external natural environment. In the right part, the same young man appears in civilian clothes, carrying a medical bag of dark red fluid connected to pipes, in an internal medical environment.","On the left side, the young man kneels in full military uniform with a black dog with a dense fur in an external natural environment. In the right part, the same young man appears in civilian clothes, carrying a medical bag of dark red fluid connected to pipes, in an internal medical environment."
982,103.jpg,103.jpg,"ملصق رقمي يعرض صورة شخصية لشاب، مع نصوص عربية تصفه بأنه ""محمود صابر طافش بصل""، وتعرفه بأنه ""إرهابي في حماس"". يشير الملصق إلى أنه يعمل ""تحت غطاء ناطق باسم الدفاع المدني"" وينتمي إلى ""لواء مدينة غزة - كتيبة الزيتون"".","ملصق رقمي يعرض صورة شخصية لشاب، مع نصوص عربية تصفه بأنه ""محمود صابر طافش بصل""، وتعرفه بأنه ""إرهابي في حماس"". يشير الملصق إلى أنه يعمل ""تحت غطاء ناطق باسم الدفاع المدني"" وينتمي إلى ""لواء مدينة غزة - كتيبة الزيتون"".",True,"A digital poster showing a photo of a young man, with Arabic texts describing him as ""Mahmoud Saber Tafesh Basal,"" and defining him as ""a terrorist in Hamas."" The poster indicates that he operates ""under a civil defence cover"" and belongs to the ""Gaza City Brigade - Olive Battalion.""","A digital poster showing a photo of a young man, with Arabic texts describing him as ""a person,"" and defining him as ""a terrorist in Hamas."" The poster indicates that he operates ""under a civil defence cover"" and belongs to the ""Gaza City Brigade - Olive Battalion."""
